13,6,5,43,4463,313591,317576,236.513 411 291 30.4517 485 237 344.621 284 347 10.8839 388 488 148.066 443 412 ,ANGLE,4,388,488,259.116,-70,319300,30.8839
13,6,5,44,4539,319306,321379,27.1588 560 344 39.0604 637 371 341.338 473 276 22.5682 587 523 318.156 407 446 ,ANGLE,4,587,523,247.432,270,323084,22.5682
13,6,5,45,4649,323089,326198,113.133 691 517 192.679 506 498 147.87 389 384 330.226 600 213 115.633 460 514 ,ANGLE,1,691,517,156.867,85,327900,71.8666
13,6,5,46,4712,327905,329680,210.971 579 499 175.678 336 475 300.993 296 447 49.5442 691 336 191.503 684 484 ,ANGLE,4,691,336,220.456,200,331516,20.4558
13,6,5,47,4826,331521,334640,355.215 537 385 331.954 426 392 314.992 669 443 187.026 657 533 212.233 699 487 ,ANGLE,4,657,533,82.9736,77,336156,5.97359
13,6,5,48,4941,336160,339423,217.851 583 256 5.24282 731 453 167.773 626 306 0.999191 451 463 82.5777 801 451 ,ANGLE,4,451,463,269.001,256,341174,13.0008
13,6,5,49,5008,341181,342995,162.275 439 235 171.975 662 495 36.4278 538 339 259.405 596 468 223.997 740 451 ,ANGLE,3,538,339,233.572,234,344844,0.427824
13,6,5,50,5124,344850,348072,7.83744 509 329 331.021 705 496 228.434 733 442 129.93 385 532 35.8784 589 268 ,ANGLE,4,385,532,140.07,-75,349564,144.93
13,6,5,51,5248,349569,353038,186.96 488 327 269.118 688 359 41.6444 318 388 302.61 446 350 216.935 562 305 ,ANGLE,5,562,305,53.0653,76,355301,22.9347
13,6,5,52,5307,355305,356901,188.139 339 282 272.884 657 207 34.3225 418 502 343.51 405 536 219.353 424 233 ,ANGLE,2,657,207,-2.88353,35,359187,37.8835
13,6,5,53,5394,359191,361675,28.9107 314 316 158.882 506 327 288.842 543 431 342.506 619 455 201.889 752 477 ,ANGLE,2,506,327,111.118,125,363637,13.8822
13,6,5,54,5467,363641,365562,28.6741 465 420 80.568 399 415 336.141 672 326 81.2 734 407 200.556 588 384 ,ANGLE,4,734,407,188.8,23,367580,165.8
13,7,1,55,5582,371384,374641,212.933 375 317 -3.56516 654 503 151.52 668 412 254.37 705 309 358.379 471 253 ,Click1,0,477,242,376220,NA
13,7,1,55,5582,371384,374641,212.933 375 317 -3.56516 654 503 151.52 668 412 254.37 705 309 358.379 471 253 ,Click1,1,633,412,376822,NA
13,7,1,55,5582,371384,374641,212.933 375 317 -3.56516 654 503 151.52 668 412 254.37 705 309 358.379 471 253 ,Click1,2,680,341,377308,NA
13,7,1,55,5582,371384,374641,212.933 375 317 -3.56516 654 503 151.52 668 412 254.37 705 309 358.379 471 253 ,Click1,3,374,357,378005,NA
13,7,1,55,5582,371384,374641,212.933 375 317 -3.56516 654 503 151.52 668 412 254.37 705 309 358.379 471 253 ,Click1,4,594,486,378605,NA
13,7,1,55,5582,371384,374641,212.933 375 317 -3.56516 654 503 151.52 668 412 254.37 705 309 358.379 471 253 ,Summary,NA,NA,NA,378615,0.38
13,7,5,56,5691,381646,384664,27.0487 236 279 164.919 496 426 276.792 453 560 144.753 518 278 177.528 517 238 ,ANGLE,3,453,560,-6.79203,270,386846,83.208
13,7,1,57,5819,386853,390530,39.8703 550 451 339.063 342 482 13.6681 467 208 114.798 299 463 34.5651 395 369 ,Click1,0,393,366,391798,NA
13,7,1,57,5819,386853,390530,39.8703 550 451 339.063 342 482 13.6681 467 208 114.798 299 463 34.5651 395 369 ,Click1,1,322,449,392470,NA
13,7,1,57,5819,386853,390530,39.8703 550 451 339.063 342 482 13.6681 467 208 114.798 299 463 34.5651 395 369 ,Click1,2,356,483,392901,NA
13,7,1,57,5819,386853,390530,39.8703 550 451 339.063 342 482 13.6681 467 208 114.798 299 463 34.5651 395 369 ,Click1,3,492,412,393595,NA
13,7,1,57,5819,386853,390530,39.8703 550 451 339.063 342 482 13.6681 467 208 114.798 299 463 34.5651 395 369 ,Click1,4,445,201,394356,NA
13,7,1,57,5819,386853,390530,39.8703 550 451 339.063 342 482 13.6681 467 208 114.798 299 463 34.5651 395 369 ,Summary,NA,NA,NA,394374,0.28
13,7,3,58,5893,396975,398978,24.9697 718 546 353.778 530 439 17.8321 645 282 310.81 293 510 213.234 368 375 ,Click2,1,3,3,402532,1
13,7,3,58,5893,396975,398978,24.9697 718 546 353.778 530 439 17.8321 645 282 310.81 293 510 213.234 368 375 ,Click2,2,5,5,403878,1
13,7,5,59,5972,403879,406084,191.944 515 502 229.707 716 390 72.695 440 494 326.17 456 369 86.109 235 398 ,ANGLE,3,440,494,197.305,-59,408174,103.695
13,7,5,60,6046,408182,410175,193.394 325 455 224.386 568 262 345.751 584 528 69.206 571 348 355.945 245 575 ,ANGLE,3,584,528,-75.7512,-78,412205,2.2488
13,7,3,61,6155,412209,415238,314.746 447 269 39.3719 637 300 171.854 756 443 281.63 641 468 240.255 505 490 ,Click2,1,3,3,418894,1
